max_len,embedding_input,embedding_dim,epochs,batch_size,hidden_neuron,lr,dropout,optimizer,losses,last_activation,loss,acc,precision,recall,f1score,val_loss,val_acc,val_precision,val_recall,val_f1score
11,onehot,0,15,16,128,0.001,0,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.6929709417278436,0.5101401,0.51048416,0.5033186,0.50675184,0.6944220066070557,0.5022321343421936,0.502579391002655,0.4955357015132904,0.49894386529922485
11,onehot,0,16,16,128,0.001,0,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.6929134126961407,0.5104167,0.5108037,0.5042404,0.5073822,0.6943795084953308,0.5007440447807312,0.5010913014411926,0.4955357015132904,0.49822384119033813
11,onehot,0,17,16,128,0.001,0,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.6928560582585742,0.51050884,0.51087576,0.5047935,0.5077061,0.6943323612213135,0.5014880895614624,0.5017857551574707,0.4970238208770752,0.4993279278278351
11,onehot,0,18,16,128,0.001,0,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.6927988304149436,0.5108776,0.5112814,0.5057153,0.50837815,0.6942811012268066,0.5014880895614624,0.5017857551574707,0.4970238208770752,0.4993279278278351
11,onehot,0,19,16,128,0.001,0,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.692741685384846,0.5108776,0.5112902,0.5057153,0.50838643,0.6942261457443237,0.5014880895614624,0.5017857551574707,0.4970238208770752,0.4993279278278351
11,onehot,0,20,16,128,0.001,0,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.6926845881791241,0.51096976,0.5113885,0.5057153,0.508434,0.6941677927970886,0.5014880895614624,0.5017857551574707,0.4970238208770752,0.4993279278278351
11,onehot,0,1,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.5994583441708292,0.68132377,0.6845064,0.67219764,0.67707807,0.44259923696517944,0.7254464030265808,0.7257653474807739,0.7247023582458496,0.7251983880996704
11,onehot,0,2,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.5278958924839982,0.74161136,0.74212,0.74151915,0.74141014,0.4185527265071869,0.75,0.7490079402923584,0.7529761791229248,0.7508753538131714
11,onehot,0,3,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.5074042330185572,0.75138277,0.7515979,0.75184363,0.75142395,0.37893423438072205,0.7641369104385376,0.7648809552192688,0.7648809552192688,0.7646942138671875
11,onehot,0,4,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.4866021675741778,0.7633665,0.76349366,0.7643805,0.76367295,0.356281042098999,0.7790178656578064,0.7805649638175964,0.7767857313156128,0.7784663438796997
11,onehot,0,5,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.4692801800405381,0.7744285,0.77387375,0.77599555,0.7747,0.32354453206062317,0.788690447807312,0.7897061705589294,0.7857142686843872,0.7874941229820251
11,onehot,0,6,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.4519210357471729,0.789823,0.78970003,0.79074484,0.790041,0.2921561598777771,0.793154776096344,0.7933200597763062,0.793154776096344,0.793148934841156
11,onehot,0,7,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.4390111181302584,0.796368,0.7966358,0.79609144,0.79619104,0.28842926025390625,0.804315447807312,0.8043981194496155,0.805059552192688,0.8047093749046326
11,onehot,0,8,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.42849832988594133,0.8032817,0.8037674,0.80254424,0.8029734,0.2979387938976288,0.8072916865348816,0.8065476417541504,0.8095238208770752,0.8079481720924377
